company,quarter,primary_industry,question,answer,summary,question_LM_Positive,question_LM_Negative,question_LM_Polarity,question_LM_Subjectivity,question_HIV4_Positive,question_HIV4_Negative,question_HIV4_Polarity,question_HIV4_Subjectivity,answer_LM_Positive,answer_LM_Negative,answer_LM_Polarity,answer_LM_Subjectivity,answer_HIV4_Positive,answer_HIV4_Negative,answer_HIV4_Polarity,answer_HIV4_Subjectivity,question_Uncertainty,question_Litigious,question_Constraining,answer_Uncertainty,answer_Litigious,answer_Constraining
"Automatic Data Processing, Inc.",Q1 2024,Technology and Communications,"Maybe first just one to double-click on the PEO side. I think that the information you gave helps to understand some of what happened in the revised guidance, but maybe just help us understand what's giving that back half ramp confidence, especially as you expect pace for control in the kind of broader macro to continue to decelerate where should we get the acceleration in the PEO WSCs? Is it purely based on bookings ramping? Is it based on an expectation that the base will stabilize? Maybe just dig into that a little bit further because they're moving in different directions.","You bet. So good morning, Samad. It's Maria here. I thought I'd kind of break down your question with respect to the PEO call it double click. So I'll start by commenting on the first quarter. So as mentioned, we did see deceleration in PEO pace for control. So as Don mentioned in the opening comments, that is a byproduct of what we're seeing in the pressure with respect to, as you know, that business tends to skew more into professional services technology. The pace for control deceleration is happening at a faster clip in those cohorts than the broader base. And so said differently, the pace for control growth in the PEO is decelerating faster than we expected and faster specifically in those cohorts. So in terms of contributions, that is the contribution to the deceleration or the new guide to worksite employee growth that we're seeing in the first quarter. We did have strong bookings in PEO in the first quarter. That said, it did come in slightly below where we had hoped for, so it was still higher than overall employer services. It was a good quarter for the PEO, and this is now the third quarter in a row that we've seen strength in bookings in the PEO. And that's important to note because really the strength in PEO bookings is what ultimately will yield the reacceleration that you're asking about in the back half. That coupled with kind of what we're seeing in retention. So while retention is stable and stabilizing inside the PEO, it isn't back to the high growth levels that we saw, call it a couple years ago in the last year or so. And as such, as those Compares continue to lap, coupled with retention continuing to accelerate, if you will, versus stabilize, we will see contributions from retention, we'll see more contributions from bookings, and that's really why we anticipate the Worksite Employee Guide for the year that we've given.","The question seeks clarification on the confidence in the PEO's growth despite a deceleration in broader macro conditions, particularly regarding the sources of expected acceleration in Worksite Employee growth. The answer explains that while there has been a deceleration in PEO growth, strong bookings and stabilizing retention are expected to contribute to a reacceleration in the latter half of the year.",3,0,0.999999667,0.062499999,12,4,0.499999969,0.333333326,5,2,0.428571367,0.056910569,22,6,0.571428551,0.227642275,4,0,0,1,0,0
"Automatic Data Processing, Inc.",Q1 2024,Technology and Communications,"Great, and Maria, I actually had a follow-up for you as well on the international side, after seeing the rollout of the product into Ireland, and I'm just curious, how should we think about the expansion beyond the U.S.? I know ADP already has a presence and it's a meaningful contributor to revenue, but just should we think about international maybe being an offset to some of the slowdown that we're seeing in U.S. revenue? Just how should we think about the cadence and impact as you move more international with your core HCM solutions versus just helping U.S. employers that already had an international presence?","Yeah, absolutely. So I'll speak to roll, which is what I commented on in the opening comments. So we did roll out, no pun intended, our roll offering into Ireland. And it is an exciting bit for us, albeit it's very, very early days, right? It's actually only been a couple weeks, but we're excited about it because it's the first of many countries where we intend on taking this call it very down market offering into our various countries throughout international. And it's really about marrying that product with what we see as still potentially greenfield opportunity within our international space and really leveraging the ecosystem that we have. That's everything from distribution to all the services, call it, around the offers in various countries. So we're very excited about that. Now in terms of the overall growth contributions in the short term of rolling out, roll into Ireland, I would say they're negligible. I would say even roll over time this year, I think it would be, you know, not a meaningful contributor to bookings. To me, I think this is really about a long-term investment that we're making across international and what we see as a continued opportunity for us. So you kind of mentioned is this companies that have a presence in Europe that exist in the U.S. with But, you know, folks working in or call it in international. And the answer is this is both that coupled also with a lot of our, what I would say, best of breed offerings in international. So we see growth opportunity really across the board in international. And that's everything from the down market, which we're going after now with this new product offering of role. So we see it in the SMB space. We see it in our best of breed space. And we also see it in our global MNC space. So really excited about the long-term growth opportunity that continues to be international. And while I'm on international, I thought I would just mention, because it's important to note, we did have a very strong quarter with respect to international, albeit that quarter is obviously off of a compare Q1 of last year that was less favorable, but it is on the heels of what was a very strong fourth quarter finish in international. And so all the way around, I continue to be incredibly excited and optimistic about what it is that we can go accomplish and continue to build in our international offering.","Maria discussed the recent rollout of their product in Ireland, emphasizing that while it's early days and the immediate revenue impact is negligible, they view international expansion as a long-term investment with significant growth potential across various markets. She expressed optimism about leveraging their existing ecosystem to enhance their international offerings and capture opportunities in both the SMB and global MNC spaces.",1,1,0,0.046511627,9,0,0.999999889,0.209302321,12,1,0.846153781,0.097014925,37,4,0.804878029,0.305970147,1,0,0,0,0,0
"Automatic Data Processing, Inc.",Q1 2024,Technology and Communications,"So, Marie, I was hoping if you can comment on just how you're seeing the overall macro situation evolve and maybe how that may affect demand. And if you can specifically unpack that within the ES segment, maybe talk about some of the areas that came in better than you expected versus any areas that may have been lighter or downtick versus the prior quarter.","Absolutely. Good morning, Brian. So, happy to comment on what we saw in the first quarter with respect to the the overall performance of bookings, but also the demand. So I'll kind of start with the overall performance. I mentioned in the opening comments we did see strength, continued strength in our down market. I was really excited about that. Also saw tremendous strength in our compliance solutions offering. So think of it as all the stuff that hits compliance, tax, things of that nature. So we're pleased with what we saw with respect to new business bookings. Those are the two that really outperformed. It's exciting to see because really that entire down market offering, and that's everything from our run offering to retirement services, insurance services, we continue to see tremendous strength there. We saw that all of last year and definitely the finish last year. And it makes me happy because it's a lot of the places that, well, good performance makes me happy regardless, but it's a lot of the places where we've been making meaningful investments, both in the product as well as the distribution. So excited to see the continued performance there. and the outperformance. The overall results do keep us in line with our four-year guide, so excited to confirm that again here today. In terms of the overall demand environment, and I feel like I've been saying this quarter to quarter, but we're not really seeing any major changes in demand. Demand is still strong. Demand is still healthy. We see that in our bookings results. There are all sorts of other indicators that we look at in terms of pipelines in the up market and the mid market. Certainly in the down market, we're looking at things such as the new appointments and kind of activity, excuse me, activity measures to really, you know, give us a guide on whether demand is strong. And I would tell you pipelines are healthy year on year and certainly activity is healthy. And so we don't see a big demand change again this quarter. In fact, kind of the opposite, stepping into the quarter on the heels of a strong September. We feel really good about where our pipelines sit year on year, which again is giving us the confidence in the full year guide. As always, though, Brian, we continue to keep an eye on the macro. We continue to keep an eye on our global space and international and making sure that we're understanding both any macroeconomic changes coupled with any demand environment that could shift, given everything kind of going on in the world, if you will. So that's the current story on kind of pipelines, demand, and the quarter.","Marie discussed the strong performance in bookings and demand for their down market and compliance solutions in the first quarter, noting that overall demand remains healthy with no significant changes. She expressed confidence in their four-year guidance, while also keeping an eye on macroeconomic factors that could influence future demand.",1,0,0.999999,0.039999998,2,0,0.9999995,0.079999997,17,1,0.88888884,0.097826086,57,8,0.753846142,0.353260868,4,0,0,1,0,0
"Automatic Data Processing, Inc.",Q1 2024,Technology and Communications,"And if you can specifically unpack that within the ES segment, maybe talk about some of the areas that came in better than you expected versus any areas that may have been lighter or downtick versus the prior quarter.","Yeah, maybe if I could add a couple comments on the macro. Certainly, macro continues to be pretty positive. Unemployment rates continue to be near decade lows here in the United States. Unemployment rates around the world continue to be quite low. The discussion about whether or not we're going to be in a recession, I think the odds are now not for a recession. So soft landing is pretty much what is being anticipated. Interest rates are expected to have peaked here in the U.S., so I think all things considered, things are pretty positive. I think the one area that we put in our original guidance for the year and that we continue to look at is our guidance had, in fact, contemplated the slowing in pace for control growth Maria mentioned that and talked about that in the PEO business, but we are confident. We are still seeing growth, albeit we are seeing growth at a slower pace than we had previously, but once again, that was fully contemplated in our original guide for the year.","The response highlights a generally positive macroeconomic outlook, with low unemployment rates and no anticipated recession, while acknowledging a slower growth pace in the ES segment compared to previous expectations, which was already factored into their original guidance. Overall, they remain confident in continued growth despite the slowdown.",1,0,0.999999,0.066666662,1,0,0.999999,0.066666662,3,7,-0.39999996,0.147058821,18,7,0.439999982,0.367647053,2,0,0,3,0,0
"Automatic Data Processing, Inc.",Q4 2023,Technology and Communications,"I was just curious more on kind of your PEO revenue guidance. I know you called out worksite employee growth weighing on growth there, but but you expect a double-digit kind of bookings growth and project only 3% to 5% growth in PEO revenues for fiscal 24. I was just curious if you can provide any more color on that spread, if it's any conservatism or if there are any other factors to consider there.","Hey, Owen, thanks. Yeah, I'll answer the question. We had a very, very strong sales bookings result in Q4. So we're very happy with that, and we've seen the sales reaccelerate. I think, as we said in the prepared comments, we are seeing continued growth in clients. I think if there's a challenge that we're facing a little bit, as we're seeing a little bit softer pay-for-control growth in the PEO, then we would have expected. But back to what we've been saying for some time, we think the underlying value proposition is very, very strong, and we look to that business to continue to grow for us and be a big part of our portfolio.","The question inquires about the disparity between expected double-digit bookings growth and a modest 3% to 5% growth in PEO revenues for fiscal 2024. The answer highlights strong sales bookings and client growth, but notes softer pay-for-control growth in the PEO segment as a potential challenge, while maintaining confidence in the business's underlying value.",0,0,0,0,5,1,0.666666556,0.187499994,1,2,-0.333333222,0.063829786,6,4,0.19999998,0.212765953,0,0,0,0,0,0
"Automatic Data Processing, Inc.",Q4 2023,Technology and Communications,"Maybe first question, Maria. I thought it was very interesting about the announcement of moving a role into new international markets. How should we think that may be what the opportunity there looks like? How much different is the complexity around payroll processing in international markets versus the U.S.? And have you included that in the bookings forecast for fiscal 24?","Yeah, fair enough. Thanks, Samad, and I appreciate the congratulations on the quarter and the year. We're obviously pretty proud over here. So, With respect to Roll, it is exciting. It's been an exciting product for us to roll out, no pun intended, across the down market here in the U.S. We're excited to take it into international. As mentioned, the initial goal is to put it into two countries, and it is an incremental add for us because it's really initially into these two countries. We're thinking more kind of the down market SMB space, which is an area of opportunity for us across many of the markets that we serve. But we're also excited about Roll long-term beyond that space, and so excited to dip it into our international space as we continue the overall rollout of Roll. In terms of factoring it into the overall bookings, not really. I think by the time the launch happens, and as we're thinking about the full year for international business or full year for new business bookings, I'd be surprised if it ultimately makes a dent. But to us, it's really about the long-term value that that offer will bring. as we seek to expand the addressable market for us into these various places. Last but not least, Samad, you mentioned the complexity of being international, and I have to tell you, I spoke to it a little bit in the prepared remarks, there's a lot that goes into being in each one of these countries. To your point, there's complexity country by country. Many countries put many of the states that are complex here in the U.S. to shame in terms of the complexity that that provides, and that's Everything from government entities, legal and tax attorneys, who is the tax authority and how do you get to them? We often think of it as an ecosystem. We think about it as kind of that final mile, if you will, and that's the complexity, and that's what we've been building over the last couple decades in our international business, so it's a lot more then dropping off software at a country border and hoping that it works. There's a lot to be said for the ecosystem around it. Again, whether it's tax authorities, data lodgement, things of that nature. So excited to take advantage of the footprint we've built and put in our products into that footprint as we expand role internationally.","Maria discussed the exciting opportunity of expanding their product, Roll, into international markets, particularly targeting the SMB space in two countries. However, she noted that the complexity of payroll processing in these markets is significantly higher than in the U.S., and while it won't impact the fiscal 24 bookings forecast, the long-term value of this expansion is promising.",1,1,0,0.079999997,4,3,0.142857122,0.279999989,8,1,0.777777691,0.05732484,30,15,0.333333326,0.286624202,2,0,0,0,2,0
"Automatic Data Processing, Inc.",Q4 2023,Technology and Communications,I know you called out that broad-based strength that drove the bookings upside yesterday. and you cited several specific uh factors i guess it would be helpful if you could maybe help us dimensionalize where the upside was relative to the company's own expectations um at maybe the start of fiscal 23 and and what you're carrying forward from from what you saw in the fourth quarter into the fy24 bookings outlook,"yes thanks for the question i i'll start here and i think i'll turn over to maria for the the bookings but We certainly saw strength across the board. I think, once again, in prepared remarks, we called out our tax business and our international business, so they were very strong amongst all the ones that were strong, and the Dow market was also quite strong. So it was really a contribution from across the board in the fourth quarter. We talked for some time about how the pipelines were healthy and whatnot, and you've had questions before about times to get signatures on deals, etc. Things came together in the fourth quarter, and we were very, very pleased with the final result. That's right. My only add to that comment would be we stepped into the quarter with healthy pipelines, with a strong staffing position that was growing tenure. I have to tell you, when I reflect on all the quarters that I've watched across our sales execution, generally speaking, You have a bunch of businesses that are outperforming, and you have a few businesses that are perhaps being carried by those that are outperforming. What I have to tell you is this was a broad-based strength across the entire organization sales implementation service. It was kind of an all-hands-on-deck execution, and that's really what it's all about. What I would attribute it to is incredible execution.","The question inquires about the factors contributing to the company's strong bookings performance and how it compares to initial expectations for fiscal 2023. The answer highlights broad-based strength across various business sectors, particularly in tax and international markets, and emphasizes effective execution and healthy sales pipelines as key drivers of success in the fourth quarter.",1,0,0.999999,0.034482757,7,0,0.999999857,0.241379302,7,3,0.39999996,0.131578946,11,11,0,0.28947368,3,0,0,1,0,0
"Automatic Data Processing, Inc.",Q4 2023,Technology and Communications,"I wanted to follow up on ES Bookings here. So you cited several areas of strength. I heard Mid-Market Compliance International. On the mid-market specifically, can you talk about what's driving that better than expected performance? Do you think that's driving improved competitive performance versus kind of rising tide environment? And then just heard you comment on NextGen HCM contributing more in the current fiscal year to bookings. Maybe talk about the initiatives and the product development that you think is going to drive that.","Fair. Good morning, Brian. So I'll comment on both. The mid-market strength that we've seen and it coming in a bit better than expected. It's been solid for quite some time. That's inclusive of our HRO offerings. And as you know, we've been speaking to those quite a bit in terms of the the resonance of that value proposition in the market. So I think that adds to the overall strength that we have in the mid-market, which is the various flavors and offers that we have. I think the other is that we've made tremendous investments into that business. We do have our next generation payroll engine, that the Salesforce is pretty excited about, and we're seeing that in the wins that are coming in, and just kind of the momentum there. I think the other is the amount of product investment and innovation that we've done in the mid-market, specifically referencing the investments we've made into the Workforce Now platform with the new UX and many of the things that I've been speaking to. And I think the other call-out is, you know, it definitely helps on a new business bookings perspective when the business on the other side, so service and PS, if you will, as well as retention, are firing on all cylinders. And that's exactly the case. record retention in our mid-market, and we have near-record MPS results across the mid-market, so really, really proud of the execution in that entire space, and that definitely fuels and feeds the ability for our sellers to get excited about everything that I just mentioned to go to market. Stepping into the question around next-gen HCM, I did make a reference to that. We've talked a lot over the last quarters about this year. And what we've been working on is scaling implementation. And that's exactly what we've done in that business. So we were able to onboard a lot of the clients that we had on our backlog. We've shortened via the time of implementation, and we also saw additions to that backlog, so we saw new sales in the fourth quarter of that next generation HCM platform, so we're really excited about the momentum as we step into 24, and as such, we believe that NextGen HCM will be a larger contributor to bookings for us in the upcoming year than it was in 23, but we were pleased with what we saw in the fourth quarter and the momentum heading in.","The mid-market's better-than-expected performance is attributed to strong HRO offerings, significant investments in product development, and high retention rates, which have energized sales efforts. Additionally, the NextGen HCM platform is expected to contribute more to bookings in the upcoming fiscal year due to improved implementation processes and new sales momentum.",3,0,0.999999667,0.06521739,6,4,0.19999998,0.2173913,10,4,0.428571398,0.08588957,26,9,0.485714272,0.214723925,1,0,0,1,0,0
"Automatic Data Processing, Inc.",Q4 2023,Technology and Communications,"And then just on pricing, can you comment on where that ended up in fiscal 23 and what you're assuming in ES growth from a pricing standpoint in fiscal 24?","Yeah, so we were happy with our price increase and retention. So as we've talked many times, we want to make sure that we're not getting greedy. So we did get about 150 basis points of price in the year. And we did that without the expense of seeing a client retention or NPS scores. And quite frankly, those NPS scores have stayed healthy despite the price increase. So as much as price increases can land well, they have landed well. And we're very happy with how that transpired throughout 23. For 24, we do expect to have price increases again. We do not think that we're going to be in the 150 basis point range. We're certainly going to be above our historical average of about 50 basis points. But once again, we'll watch closely and make sure that The underlying value proposition for our client stays in place, and we'll take some price for sure, but not to the extent that we did in FY23.","In fiscal 23, the company achieved a 150 basis point price increase while maintaining healthy client retention and NPS scores. For fiscal 24, they anticipate further price increases, likely above their historical average of 50 basis points, but not as high as in the previous year, ensuring they uphold their value proposition for clients.",0,0,0,0,0,0,0,0,3,1,0.499999875,0.066666666,6,7,-0.076923071,0.216666663,1,0,0,0,0,0
"Automatic Data Processing, Inc.",Q3 2023,Technology and Communications,"So, Don, maybe just building on those last comments you had there, I'm curious, just any indications or call-outs worth mentioning as it relates to fiscal 24, really in the context of the medium-term outlook that you've given in the past, just how should the street consider the magnitude of potential impacts across some of these KPIs from a potentially slower macro environment?","Yeah, Brian, good morning, and thank you for the question. It's still early. We're still in the middle of our planning process. I think we have a lot of things going in our favor still. We still have relatively high client-front interest. Pays for control have been good and strong. Bookings continue to be strong, as we said earlier. So as we get into 24, I think we're going to be in the pretty healthy spot with what we know today. I guess the challenge we all have is trying to guess what's coming in terms of the broader macro situation. You know, we continue to see strong demand. Retention continues to be pretty good, although it's normalizing a little bit in the down market as we did expect. But I think things feel pretty good at this juncture. So I'm going to have to ask you to bear with us a little bit as we make our way through our plan and we stay tuned to what's going on in the macro environment even closer as we get forward or closer to our July 1st beginning of the year.","Don expresses optimism about fiscal 24, noting strong client interest and bookings despite uncertainties in the macro environment. He acknowledges the challenges of predicting future impacts but believes the company is in a healthy position as they continue their planning process.",0,1,-0.999999,0.038461537,2,0,0.9999995,0.076923074,0,2,-0.9999995,0.029850746,16,9,0.279999989,0.373134323,1,0,0,0,0,0
"Automatic Data Processing, Inc.",Q3 2023,Technology and Communications,"And just on the PEO, so worksite employee view down ticks, and I think you were down sequentially in average worksite employees. Can you just talk about what you're seeing in kind of the pays per control versus the retention aspect in the PEO? And with bookings reaccelerating, how long does the reconnection to improve growth take.","So we did have, as you mentioned, we had a particularly strong PEO bookings month in March, which we're optimistic is going to continue and help us as we go forward. Certainly, we're going to have to see how those bookings continue through the balance of the year, trying to anticipate how those are going to actually result in revenue. Things do start relatively quickly in the PEO business, but it's going to take some time, once again, to see how that stuff rolls from bookings into revenue. But we're pretty optimistic about how things went in the third quarter, especially with the finish, and we do expect to see that reacceleration as quickly as we want to. And by the way, back to your earlier question a little bit, we talked about high single-digit growth in our midterm view, and we won't be happy if we don't get something like that.","The question inquires about the decline in average worksite employees in the PEO and the relationship between pay control and retention, as well as the timeline for growth improvement after a reacceleration in bookings. The answer highlights a strong bookings month in March, optimism for continued growth, and a belief that while revenue from these bookings will take time to materialize, they expect to achieve high single-digit growth in the midterm.",1,0,0.999999,0.039999998,3,0,0.999999667,0.119999995,3,1,0.499999875,0.076923075,10,4,0.428571398,0.269230764,0,0,0,1,0,0
"Automatic Data Processing, Inc.",Q3 2023,Technology and Communications,"Yeah, I think, Brian, if I can just comment on the quarter-over-quarter real quick, as I think you mentioned the sequential growth, Q2 to Q3 in works on employees. That is something that obviously we notice as well, and as Don mentioned, from a medium-term perspective, we are definitely still committed from the medium term to the works on employee growth that we have guided to for that. However, as it relates to kind of the quarter-over-quarter, we notice the same thing that you noticed, And obviously that's not the ideal situation, and we're hopeful that won't be the case as you look sequentially on the quarter to quarter, Q3 to Q4, but also year on year. And I think that's really a byproduct of timing, and that timing is really about retention, right? So it's really about, call it third quarter retention results, which we cited before were a bit softer than we expected. And as a result of that, you see the sequential piece to the quarter on quarter.","Okay, is that just a function of the type of client within PEO? In terms of the type being? More white collar. I don't know that it's a function of more white collar. I think it's really a function of some of the feelings that we have post-pandemic as the renewals have really been kind of rippling through the business of the PEO. So it's really a byproduct of some of the post-pandemic impact that we saw in the PEO. So it's really byproduct of the retention softness that we saw in the first quarter, in the second quarter, and then quarter on quarter this past quarter. So I don't think it's necessarily a byproduct of, because retention, you know, continues, albeit it's normalizing a bit in the down market. We do have very strong retention in the mid market. We also have strong retention, albeit, you know, tiny bit less than last year in the down market. So I don't really think it's a byproduct of the client base. or white-collar, I think it's really a byproduct of kind of a post-pandemic environment in the PEO.","The discussion highlights concerns about sequential growth in employee retention from Q2 to Q3, attributing the decline to softer retention results and post-pandemic impacts rather than the type of clients served. The speaker emphasizes that while retention remains strong in the mid-market, it has normalized somewhat in the current down market.",1,0,0.999999,0.015384615,6,2,0.499999938,0.123076921,0,0,0,0,10,2,0.666666611,0.155844154,0,0,1,0,0,0
"Automatic Data Processing, Inc.",Q3 2023,Technology and Communications,"I guess just trying to look at employer services, really strong growth in the quarter, 12% organic growth. If you back into the guidance for fourth quarter, it looks like a little bit of a deceleration. I think you get to something around 8% growth. So just trying to understand the puts and takes there for the fourth quarter guide versus the strong results in the third quarter.","Yeah, no, thanks for the question. You know, the biggest impact I guess in terms of growth would be we are going to continue to see strong growth from client fund interest in the fourth quarter, but certainly Q3 is by far the strongest quarter, just given the seasonality of tax receipts, et cetera, for us. So I think that would be one of the key drivers. And, of course, we did mention as well that we expect to see pace for control growth coming down and softening a little bit, even though a bit higher than we expected to see last quarter. It is coming down. It's certainly starting to moderate.","The employer services experienced strong organic growth of 12% in Q3, but the guidance for Q4 suggests a deceleration to around 8%. This slowdown is attributed to seasonal factors affecting tax receipts and a moderation in control growth.",0,0,0,0,4,5,-0.111111099,0.391304331,1,1,0,0.052631578,7,4,0.272727248,0.289473677,0,0,0,0,0,0
"Automatic Data Processing, Inc.",Q3 2023,Technology and Communications,"And then on the booking side, although bookings were strong, I think you commented maybe towards the lower end of the range of six to nine. And just can you help us maybe think about how bookings will translate into future revenue growth for the employer services? You can just remind us just as we get our model set or start thinking about fiscal year 24.","Yeah, so I'll let Don comment on how the bookings kind of relate to the models on the revenue side. But from an overall bookings perspective, what we cited in the prepared remarks is that we do anticipate the middle of the range. So we did keep the range constant. So it's constant with the outset of the year. It's also constant with last quarter's guidance. So we are keeping that six to nine range. We do anticipate at this point, the middle of that range. And we feel pretty confident heading into the fourth quarter when we take a look at how we exited March, but also taking a look at the number of sellers we have, the investments we've made into the ecosystem. And as those sellers ultimately gain tenure, because we're actually laughing a lot of new hires that we had, if you will, a year ago. So pretty excited as we step in. The other part of that confidence is really about what we're seeing as it relates to a Overall pipeline, so pipelines are strong. That's more of a, call it enterprise and international or large deal type of comment. We're seeing tremendous activity in the top of the funnel, still up market. So the down market continues to shine for us. And that's really supported by what we're seeing in continued increases in new business formations. We're also seeing those new business formations generate inbound leads. So we're seeing good activity on the digital side. So feel confident as we... step into the fourth quarter, and then I'll let Don comment on how the ultimately where we land in the fourth quarter and how that translates into revenue for us next year.  Yeah, so on the modeling side, roughly a 1% change in ES bookings growth impacts us in the $17 to $20 million annually on revenue growth. So that's kind of how I would think about your models. I think that's been pretty consistent.  Yeah, and Brian, the timing is Depends on the business. Obviously, strong performance in the down market will impact revenue much more quickly. And if you have strong global view sales at the other end of the extreme, that can take several months to even more than a year in some cases to roll in. So typical rule of thumb for us is a couple quarters to see the full impact. But, of course, the bookings throughout the year have been pretty consistent for us, and so wouldn't expect any real call-outs from the revenue timing standpoint.","The question inquires about how strong bookings will influence future revenue growth for employer services, particularly for fiscal year 2024. The answer indicates confidence in achieving the middle of the projected bookings range, with a consistent impact on revenue growth, suggesting that a 1% change in bookings could result in $17 to $20 million in annual revenue, while noting that revenue impact timing varies based on market performance.",0,0,0,0,1,2,-0.333333222,0.142857136,7,0,0.999999857,0.047619047,24,4,0.714285689,0.190476189,2,0,0,4,0,1
"Automatic Data Processing, Inc.",Q3 2023,Technology and Communications,"Maria, I wanted to pick back up on your comments about the breakdown market. Maybe elaborate on that a little bit. What are the macro factors, your competitive positioning that's still supporting that? And if you could contrast that for us a little bit with what's going on in the mid-market, I know, you know, it's still doing well. But the question is, is there a path for mid-market to get to as strong of a point as down market? And what are the levers that maybe you're able to pull to get you there?","Absolutely. So I'll start with the down market just to kind of reiterate the strength we're seeing there top of funnel here. So we are very pleased with what we saw in the performance of the down market. That's also inclusive of the down market ecosystem. So I think this is our run platform. I talked about the third quarter onboarding 60,000 clients. That's pretty incredible. Those clients also, many of them have attached rates of our retirement services offering, our insurance services offering. So the entire down market portfolio is definitely performing well for us and has. for quite some time.","Maria highlights the strong performance of the down market, noting the successful onboarding of 60,000 clients and the positive attachment rates for additional services. She contrasts this with the mid-market, which is performing well but may not reach the same level of strength as the down market.",1,2,-0.333333222,0.081081079,5,9,-0.285714265,0.378378368,3,1,0.499999875,0.095238093,7,6,0.076923071,0.309523802,3,0,0,0,0,0
"Automatic Data Processing, Inc.",Q2 2023,Technology and Communications,"On PEO, you mentioned lingering effects from the pandemic as having an impact, but I was just curious, is the macro environment and, I guess, labor market trends impacting PEO differently than ES? Is it a question of sensitivity to small versus large market clients? Is it vertical exposure, or is this really something you see as quite transient?","Thank you, Ramsey. Appreciate the question. So I'll try to cover all the ground on the PEO that you asked about. Specifically, what we saw with respect to the first half, we did see, as mentioned in the prepared remarks, we did see that booking did come in softer. We saw that retention came in a bit softer as well than our expectations. In terms of the lingering effect that we cited, all of our businesses had an impact from the pandemic. I would say the PEO is probably the one that had the most impact. If you think about all the drivers that constitute the PEO, it's everything from average wages to worker mix to State unemployment to certainly the lines of insurance, workers' compensation, and health benefits. So I would say it's the business that had the most impact as the pandemic came into the business. And as the pandemic is flushing out, it is having a lingering effect on the business. I think you touched on what we're seeing with respect to Pays Per Control in the PEO in the context of ES. What I would say is Pays Per Control is the growth rate is decelerating in the PEO. That was expected. It did contribute to the slider stopper performance in the first half and is contributing to the second half. But the two main drivers really behind the performance in the first half as well as the outlook for the second half are bookings and retention. One thing I would say, though, because I want to go back to the strength of that business, we have incredible faith in that business as it relates to the growth from a long-term outlook perspective. The demand is still there in absolute form from a bookings perspective. The PEOs did have growth year on year, albeit it was softer than ES and softer than our expectations.","The question inquires about the impact of the macro environment and labor market trends on PEO compared to ES, particularly regarding sensitivity to client size and vertical exposure. The response indicates that PEO has been more significantly affected by lingering pandemic effects, with softer bookings and retention, yet maintains long-term growth potential despite current challenges.",1,3,-0.499999875,0.148148143,2,3,-0.19999996,0.185185178,5,4,0.111111099,0.077586206,15,5,0.499999975,0.172413792,1,0,0,1,0,0
"Automatic Data Processing, Inc.",Q2 2023,Technology and Communications,"You know, tech layoffs have been, you know, tech sector layoffs have been in the headline recently. I know you guys have a very diversified business, but I thought I'd ask anyway. How exposed are you to that particular vertical? Are you feeling any kind of acute impact from all those headline kind of layoffs in the technology sector?","Yeah, Randy, it's a good question. I think it's hard to avoid all the headlines that we're seeing day in, day out. And it's fair to say that there's been a number of large names that have announced major layoffs. I'd also have to say that some of those clients are – or some of those people – making those layoffs are our clients, but those layoffs that are happening around the world in some cases, they're not necessarily our clients in all of our markets. So I think it's fair to say that we have yet to see any significant impact from all those announcements. And I guess I'll just round it out by saying we're still seeing stronger or strong demand. We've taken up our pace for control assumption for the back half, and we're doing that not just on our own internal perspective, but we're also looking at the The BLS reports, the JOLTS reports, everywhere you look continues to suggest that there's still strong demand for employment. Unemployment continues to be very low. Unemployment applications are still at record lows. They're not increasing. So the macro environment continues to be very, very favorable for us, irrespective of some of those headlines that we're seeing.","The question inquires about the impact of recent tech sector layoffs on a diversified business. The response indicates that, despite the layoffs affecting some clients, the company has not experienced significant negative effects and continues to see strong demand and favorable macroeconomic conditions.",0,4,-0.99999975,0.142857138,7,1,0.749999906,0.285714276,1,6,-0.714285612,0.098591548,7,4,0.272727248,0.154929575,0,0,0,2,0,0
